ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
25127,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,566500,3.625,-0.2959,0.0,360.0,neg_amm,not_int,not_lpsm,928000.0,sb,pr,home,1U,13500.0,CRIF,693,CIB,35-44,to_inst,61.04525862,North,direct,0,23.0
25128,2019,,Female,nopre,type1,p3,l1,nopc,nob/c,236500,4.5,0.7409,1752.4,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5400.0,CIB,571,EXP,65-74,not_inst,74.37106918,North,direct,0,41.0
25129,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,4.875,0.6868,3698.0,360.0,not_neg,int_only,not_lpsm,388000.0,sb,pr,home,1U,7320.0,CRIF,597,EXP,45-54,to_inst,66.10824742,North,direct,0,19.0
25130,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,586500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8220.0,EQUI,680,EXP,65-74,not_inst,,North,direct,1,
25131,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640.0,EQUI,571,EXP,>74,to_inst,,North,direct,1,
25132,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,156500,4.5,0.4876,2812.5,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3600.0,CIB,575,CIB,45-54,to_inst,56.29496403,North,direct,0,23.0
25133,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.5022,0.0,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6600.0,CIB,694,CIB,35-44,not_inst,84.26640927,North,direct,0,44.0
25134,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,0.2872,4275.0,360.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1U,16080.0,EXP,581,EXP,55-64,to_inst,51.86567164,south,direct,0,39.0
25135,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5100.0,CIB,796,CIB,35-44,not_inst,73.05327869,North,direct,1,40.0
25136,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,2700.0,EXP,678,EXP,45-54,to_inst,70.5026455,south,direct,1,42.0
25137,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,4.25,-0.0995,1552.63,360.0,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,2280.0,CIB,714,EXP,65-74,to_inst,44.61722488,North,direct,0,38.0
25138,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,126500,4.875,1.2777,1928.39,240.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,5340.0,CRIF,871,EXP,45-54,to_inst,58.02752294,North,direct,0,44.0
25139,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4680.0,CIB,800,CIB,65-74,to_inst,71.2628866,south,direct,1,47.0
25140,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,106500,4.25,0.7565,2980.63,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2460.0,CRIF,700,CIB,65-74,to_inst,71.95945946,North,direct,0,40.0
25141,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,3.99,0.4371,5129.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,7320.0,EXP,880,EXP,35-44,to_inst,86.27232143,North,direct,0,36.0
25142,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,4.75,0.362,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,6720.0,CIB,853,EXP,25-34,not_inst,62.95986622,North,direct,0,37.0
25143,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.875,0.6165,5344.5,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2760.0,CRIF,644,CIB,55-64,to_inst,71.70138889,North,direct,0,39.0
25144,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9660.0,EQUI,898,EXP,35-44,not_inst,,south,direct,1,
25145,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,486500,3.625,-0.1498,906.97,360.0,not_neg,int_only,not_lpsm,888000.0,sb,pr,home,1U,5040.0,EXP,717,CIB,25-34,not_inst,54.78603604,North,direct,0,38.0
25146,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,406500,4.375,-0.0155,,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,3U,5580.0,CRIF,773,CIB,25-34,not_inst,50.30940594,south,direct,0,42.0
25147,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,146500,,,,180.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4620.0,EXP,868,CIB,45-54,to_inst,92.72151899,North,direct,1,43.0
25148,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,156500,3.75,0.9347,2607.66,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,5460.0,EXP,540,CIB,55-64,to_inst,87.92134831,south,direct,0,50.0
25149,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,4.75,0.4465,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6600.0,EXP,718,CIB,35-44,not_inst,95.68273092,North,direct,0,45.0
25150,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,86500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,ir,home,1U,2220.0,EXP,786,EXP,45-54,to_inst,41.58653846,North,direct,1,42.0
25151,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,4.625,0.5163,7064.56,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2580.0,CIB,713,CIB,>74,to_inst,82.71812081,North,direct,0,43.0
25152,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,596500,3.625,-0.1969,2572.4,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,5100.0,CIB,874,EXP,65-74,not_inst,98.10855263,North,direct,0,60.0
25153,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,556500,3.99,0.4568,12800.0,360.0,not_neg,int_only,not_lpsm,838000.0,sb,pr,home,1U,8100.0,CRIF,647,CIB,55-64,to_inst,66.40811456,North,direct,0,41.0
25154,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,1226500,4.99,1.3059,12500.0,360.0,not_neg,not_int,not_lpsm,1758000.0,sb,ir,home,4U,16260.0,CRIF,711,CIB,45-54,not_inst,69.76678043,south,direct,0,37.0
25155,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,8880.0,EQUI,625,EXP,35-44,not_inst,,North,direct,1,
25156,2019,ncf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,196500,3.75,,0.0,324.0,neg_amm,not_int,not_lpsm,198000.0,sb,pr,home,1U,,EQUI,768,EXP,,NA,99.24242424,south,direct,1,
25157,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,416500,3.625,-0.202,916.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,5100.0,CIB,626,CIB,25-34,not_inst,63.29787234,North,direct,0,45.0
25158,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2580.0,CRIF,500,CIB,55-64,to_inst,109.8404255,North,direct,1,60.0
25159,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8100.0,EQUI,700,EXP,35-44,to_inst,,south,direct,1,
25160,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,386500,3.625,-0.0141,154.68,360.0,not_neg,int_only,not_lpsm,648000.0,sb,pr,home,1U,12120.0,CIB,663,EXP,45-54,not_inst,59.64506173,North,direct,0,25.0
25161,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,246500,4.125,0.0514,1305.85,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3660.0,CRIF,538,EXP,25-34,not_inst,70.83333333,south,direct,0,33.0
25162,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,266500,3.99,0.8946,0.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4260.0,CIB,695,CIB,25-34,not_inst,86.52597403,North,direct,0,54.0
25163,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,336500,3.875,0.5642,590.73,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5580.0,EXP,517,CIB,35-44,not_inst,93.99441341,North,direct,0,42.0
25164,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,126500,,,,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,3000.0,EXP,815,CIB,45-54,to_inst,85.47297297,North,direct,1,38.0
25165,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,206500,3.99,0.3064,1150.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,5220.0,CIB,759,EXP,65-74,to_inst,54.62962963,south,direct,0,23.0
25166,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,66500,,,,360.0,neg_amm,not_int,not_lpsm,78000.0,sb,sr,home,1U,1860.0,CIB,792,CIB,<25,to_inst,85.25641026,south,direct,1,27.0
25167,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,9180.0,CIB,822,EXP,45-54,to_inst,63.70320856,south,direct,1,45.0
25168,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,4.375,-0.0845,7866.73,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,8100.0,CIB,516,EXP,45-54,not_inst,78.76569038,North,direct,0,33.0
25169,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,256500,3.875,0.4985,4486.63,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,6840.0,EXP,704,CIB,35-44,to_inst,92.26618705,North,direct,0,26.0
25170,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.7279,810.9,240.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,9000.0,EXP,808,EXP,55-64,not_inst,56.72043011,North,direct,0,32.0
25171,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,426500,,,,300.0,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,9360.0,EQUI,534,EXP,25-34,to_inst,,south,direct,1,
25172,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.875,0.3584,3432.4,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4560.0,CRIF,786,EXP,55-64,to_inst,66.00609756,North,direct,0,24.0
25173,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,3.5,-0.3261,9465.73,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,4620.0,CIB,605,EXP,35-44,not_inst,69.50636943,south,direct,0,49.0
25174,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,4.99,0.5716,1150.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4260.0,EXP,539,CIB,55-64,to_inst,42.44966443,south,direct,0,20.0
25175,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,96500,3.99,1.3777,3518.7,96.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4680.0,CRIF,522,CIB,65-74,to_inst,61.07594937,south,direct,0,44.0
25176,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,406500,3.99,0.342,0.0,360.0,not_neg,not_int,not_lpsm,838000.0,sb,pr,home,1U,6960.0,CIB,812,CIB,25-34,not_inst,48.50835322,south,direct,0,31.0
25177,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,336500,,,,360.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,3660.0,EXP,860,CIB,25-34,to_inst,93.99441341,North,direct,1,48.0
25178,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,3.5,0.005,10625.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,4440.0,CRIF,876,CIB,35-44,not_inst,72.53401361,North,direct,0,43.0
25179,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,3.875,0.812,1830.0,240.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,9120.0,CRIF,762,EXP,35-44,to_inst,68.50328947,North,direct,0,42.0
25180,2019,ncf,Joint,nopre,type2,p3,l1,nopc,b/c,186500,4.75,1.3638,0.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,4920.0,CIB,809,EXP,25-34,to_inst,85.55045872,North,direct,0,33.0
25181,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,606500,4.5,0.1971,1900.0,360.0,not_neg,not_int,not_lpsm,1508000.0,sb,pr,home,1U,12060.0,EXP,595,CIB,45-54,to_inst,40.21883289,North,direct,0,48.0
25182,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,4.0,-0.0042,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,9180.0,CRIF,598,EXP,55-64,not_inst,82.99256506,North,direct,0,41.0
25183,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,156500,,,,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4860.0,EXP,763,CIB,35-44,to_inst,99.05063291,south,direct,1,27.0
25184,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,256500,3.5,-0.0225,961.32,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2640.0,CIB,515,CIB,35-44,not_inst,99.41860465,south,direct,0,44.0
25185,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.25,0.0885,1036.21,180.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,27000.0,EXP,508,EXP,25-34,not_inst,73.47161572,North,direct,0,24.0
25186,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,406500,4.75,1.034,2752.55,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,7920.0,CRIF,820,EXP,55-64,to_inst,60.85329341,south,direct,0,46.0
25187,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3840.0,EQUI,529,EXP,55-64,not_inst,,North,direct,1,
25188,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,266500,4.375,0.1812,209.91,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3840.0,EXP,592,CIB,25-34,not_inst,103.2945736,North,direct,0,52.0
25189,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,3.875,0.9983,,240.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5880.0,CIB,545,CIB,45-54,to_inst,47.71341463,south,direct,0,23.0
25190,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,186500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180.0,EQUI,830,EXP,55-64,to_inst,,North,direct,1,
25191,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,636500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,710,EXP,45-54,not_inst,,North,direct,1,
25192,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4140.0,EQUI,551,EXP,65-74,to_inst,,south,direct,1,
25193,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,3.99,0.4438,2187.35,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3480.0,CIB,715,CIB,35-44,not_inst,95.86330935,south,direct,0,43.0
25194,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,266500,3.625,0.0707,6261.1,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3660.0,CRIF,802,CIB,35-44,not_inst,70.5026455,North,direct,0,46.0
25195,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,3.5,0.0361,6172.13,300.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4320.0,CRIF,871,CIB,45-54,to_inst,73.53896104,south,direct,0,33.0
25196,2019,cf,Female,nopre,type3,p4,l1,nopc,nob/c,146500,2.75,-0.689,3230.05,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,,EXP,557,CIB,45-54,to_inst,82.30337079,central,direct,0,
25197,2019,cf,Joint,,type2,p1,l1,nopc,b/c,166500,5.25,1.8641,0.0,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2100.0,CIB,879,EXP,65-74,to_inst,99.10714286,south,direct,0,45.0
25198,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,76500,4.125,0.357,797.77,360.0,not_neg,not_int,not_lpsm,78000.0,sb,pr,home,1U,1140.0,CIB,743,CIB,55-64,to_inst,98.07692308,south,direct,0,53.0
25199,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,336500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7200.0,EQUI,572,EXP,45-54,to_inst,,south,direct,1,
25200,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,266500,3.99,1.1269,3952.93,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5460.0,EXP,699,EXP,55-64,to_inst,65.31862745,south,direct,0,43.0
25201,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,186500,4.49,1.4342,625.63,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3420.0,EXP,538,CIB,65-74,to_inst,81.79824561,North,direct,0,36.0
25202,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,506500,3.49,-0.0661,1481.59,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6360.0,CIB,617,CIB,55-64,not_inst,101.7068273,south,direct,0,36.0
25203,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,,,,360.0,neg_amm,not_int,not_lpsm,428000.0,sb,pr,home,1U,5040.0,CRIF,761,CIB,55-64,to_inst,66.93925234,south,direct,1,13.0
25204,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,566500,5.0,0.6536,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,7860.0,CIB,711,EXP,25-34,not_inst,94.73244147,North,direct,0,41.0
25205,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,0.2433,1250.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,6060.0,EXP,640,CIB,65-74,to_inst,55.69908815,south,direct,0,44.0
25206,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,3.5,-0.2432,1250.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,4800.0,CRIF,665,CIB,25-34,to_inst,63.84730539,North,direct,0,39.0
25207,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,296500,4.0,0.2527,4441.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4440.0,CIB,667,CIB,35-44,not_inst,78.43915344,North,direct,0,40.0
25208,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,676500,3.49,-0.4881,3044.07,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,7380.0,CIB,834,EXP,65-74,not_inst,69.17177914,North,direct,0,58.0
25209,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,526500,3.5,-0.1482,4497.05,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,7200.0,EXP,829,CIB,35-44,not_inst,73.32869081,central,direct,0,36.0
25210,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,4.5,1.0231,4750.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5100.0,CIB,871,CIB,35-44,not_inst,69.70108696,North,direct,0,36.0
25211,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,4.25,-0.0124,5166.3,324.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,8340.0,CRIF,661,EXP,35-44,to_inst,81.25,North,direct,0,12.0
25212,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,216500,4.99,0.6818,1150.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4980.0,CIB,661,CIB,45-54,to_inst,75.17361111,North,direct,0,31.0
25213,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.625,1.0065,642.31,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4080.0,CRIF,664,EXP,65-74,not_inst,54.34027778,North,direct,0,43.0
25214,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9660.0,EQUI,896,EXP,35-44,not_inst,,south,direct,1,
25215,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,0.0816,1644.21,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,17640.0,EXP,856,EXP,25-34,not_inst,90.42750929,central,direct,0,28.0
25216,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,256500,,,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6720.0,CRIF,603,EXP,55-64,to_inst,71.64804469,central,direct,1,36.0
25217,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,396500,,,,300.0,neg_amm,not_int,not_lpsm,568000.0,sb,pr,home,1U,5040.0,CRIF,627,CIB,35-44,not_inst,69.80633803,North,direct,1,41.0
25218,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,236500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240.0,EQUI,715,EXP,55-64,not_inst,,North,direct,1,
25219,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360.0,neg_amm,not_int,not_lpsm,308000.0,sb,pr,home,1U,5280.0,EXP,595,CIB,65-74,to_inst,76.78571429,south,direct,1,31.0
25220,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,1486500,3.625,-0.1143,5818.5,360.0,not_neg,not_int,not_lpsm,2128000.0,sb,pr,home,1U,23760.0,EXP,861,EXP,35-44,not_inst,69.85432331,south,direct,0,39.0
25221,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,156500,3.875,0.5859,4281.0,240.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,4620.0,EXP,851,CIB,55-64,to_inst,39.32160804,south,direct,0,22.0
25222,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,86500,4.25,0.9691,2291.25,180.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,1620.0,CRIF,660,CIB,65-74,to_inst,34.87903226,south,direct,0,48.0
25223,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,1416500,3.625,0.0027,13611.13,360.0,not_neg,not_int,not_lpsm,3848000.0,sb,pr,home,1U,24060.0,EXP,767,EXP,45-54,to_inst,36.81133056,south,direct,0,31.0
25224,2019,cf,Female,nopre,type3,p4,l1,nopc,nob/c,396500,2.99,-0.5806,5811.67,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,,CRIF,656,CIB,35-44,to_inst,97.18137255,North,direct,0,
25225,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.0,-0.2038,0.0,180.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,12060.0,EXP,875,CIB,35-44,not_inst,48.74749499,south,direct,0,22.0
25226,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3840.0,CIB,778,CIB,55-64,to_inst,64.05325444,North,direct,1,43.0
25227,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.5849,2932.5,300.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7200.0,EXP,652,CIB,35-44,to_inst,83.80503145,North,direct,0,31.0
25228,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4.0,-0.3286,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,5760.0,CIB,577,EXP,35-44,not_inst,75.48543689,central,direct,0,36.0
25229,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,3.75,1.0431,4603.25,240.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3540.0,EXP,869,CIB,35-44,to_inst,60.65891473,south,direct,0,43.0
25230,2019,cf,Male,nopre,type2,p3,l2,nopc,b/c,606500,,,,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,7440.0,CRIF,758,CIB,55-64,not_inst,90.79341317,south,direct,1,57.0
25231,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,8040.0,EXP,701,CIB,45-54,to_inst,95.54263566,south,direct,1,24.0
25232,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.25,0.1267,2235.0,240.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,5460.0,CRIF,775,EXP,45-54,not_inst,57.75547445,North,direct,0,41.0
25233,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,4.75,0.61,12371.68,360.0,not_neg,not_int,not_lpsm,738000.0,sb,ir,home,1U,71220.0,EXP,893,EXP,55-64,not_inst,75.40650407,North,direct,0,19.0
25234,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3060.0,CIB,870,EXP,65-74,to_inst,89.4295302,North,direct,1,56.0
25235,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,4.5,1.0522,0.0,360.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,7140.0,CIB,785,CIB,45-54,to_inst,93.44512195,south,direct,0,40.0
25236,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,,,,192.0,neg_amm,not_int,not_lpsm,778000.0,sb,pr,home,1U,9300.0,EXP,779,CIB,45-54,to_inst,58.67609254,south,direct,1,40.0
25237,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,116500,,,,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2520.0,CRIF,565,EXP,55-64,to_inst,84.42028986,North,direct,1,30.0
